Order Date,Sales,Discount,Category,Sub Category,City,Region,year,month,quarter,weekofyear,dayofweek,dayofmonth,is_weekend
2023-11-30,1073,0.33,"Eggs, Meat & Fish",Mutton,Dharmapuri,South,2023,11,4,48,3,30,0
2023-11-30,1124,0.35,Snacks,Cookies,Krishnagiri,East,2023,11,4,48,3,30,0
2023-11-30,1259,0.12,"Eggs, Meat & Fish",Chicken,Salem,West,2023,11,4,48,3,30,0
2023-11-30,1333,0.32,Oil & Masala,Edible Oil & Ghee,Tenkasi,South,2023,11,4,48,3,30,0
2023-11-30,1340,0.18,Oil & Masala,Spices,Virudhunagar,East,2023,11,4,48,3,30,0
2023-11-30,1385,0.12,"Eggs, Meat & Fish",Fish,Salem,West,2023,11,4,48,3,30,0
2023-11-30,1400,0.11,Snacks,Cookies,Viluppuram,South,2023,11,4,48,3,30,0
2023-11-30,1588,0.3,Oil & Masala,Spices,Ooty,East,2023,11,4,48,3,30,0
2023-11-30,1715,0.35,Beverages,Soft Drinks,Nagercoil,South,2023,11,4,48,3,30,0
2023-11-30,1721,0.12,Food Grains,Organic Staples,Ooty,South,2023,11,4,48,3,30,0
2023-12-01,605,0.19,"Eggs, Meat & Fish",Chicken,Karur,East,2023,12,4,48,4,1,0
2023-12-01,840,0.16,"Eggs, Meat & Fish",Mutton,Kanyakumari,East,2023,12,4,48,4,1,0
2023-12-01,859,0.1,Food Grains,Dals & Pulses,Bodi,East,2023,12,4,48,4,1,0
2023-12-01,873,0.29,Bakery,Cakes,Nagercoil,East,2023,12,4,48,4,1,0
2023-12-01,1495,0.13,Food Grains,Atta & Flour,Karur,East,2023,12,4,48,4,1,0
2023-12-01,1811,0.21,Fruits & Veggies,Organic Fruits,Vellore,East,2023,12,4,48,4,1,0
2023-12-03,816,0.19,Bakery,Cakes,Viluppuram,South,2023,12,4,48,6,3,1
2023-12-03,1080,0.16,Food Grains,Dals & Pulses,Virudhunagar,South,2023,12,4,48,6,3,1
2023-12-03,1604,0.14,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,South,2023,12,4,48,6,3,1
2023-12-03,1871,0.35,Food Grains,Organic Staples,Theni,South,2023,12,4,48,6,3,1
2023-12-04,760,0.18,Snacks,Chocolates,Tirunelveli,West,2023,12,4,49,0,4,0
2023-12-05,517,0.15,Fruits & Veggies,Fresh Vegetables,Namakkal,West,2023,12,4,49,1,5,0
2023-12-05,661,0.34,Snacks,Cookies,Dindigul,Central,2023,12,4,49,1,5,0
2023-12-05,712,0.33,Snacks,Cookies,Virudhunagar,West,2023,12,4,49,1,5,0
2023-12-05,1065,0.12,Snacks,Chocolates,Viluppuram,East,2023,12,4,49,1,5,0
2023-12-05,1448,0.23,Snacks,Noodles,Kanyakumari,Central,2023,12,4,49,1,5,0
2023-12-05,1778,0.27,Fruits & Veggies,Organic Vegetables,Salem,West,2023,12,4,49,1,5,0
2023-12-05,1898,0.15,Food Grains,Organic Staples,Ooty,Central,2023,12,4,49,1,5,0
2023-12-05,1997,0.31,Beverages,Health Drinks,Salem,West,2023,12,4,49,1,5,0
2023-12-06,1113,0.21,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,East,2023,12,4,49,2,6,0
2023-12-06,1235,0.28,"Eggs, Meat & Fish",Eggs,Viluppuram,East,2023,12,4,49,2,6,0
2023-12-06,1289,0.19,Snacks,Cookies,Dindigul,South,2023,12,4,49,2,6,0
2023-12-06,2018,0.22,Bakery,Biscuits,Ramanadhapuram,East,2023,12,4,49,2,6,0
2023-12-06,2389,0.35,Bakery,Biscuits,Dharmapuri,Central,2023,12,4,49,2,6,0
2023-12-07,768,0.18,Snacks,Chocolates,Dindigul,Central,2023,12,4,49,3,7,0
2023-12-07,864,0.25,"Eggs, Meat & Fish",Fish,Karur,Central,2023,12,4,49,3,7,0
2023-12-07,1053,0.29,Snacks,Chocolates,Trichy,Central,2023,12,4,49,3,7,0
2023-12-07,1413,0.32,Oil & Masala,Spices,Namakkal,Central,2023,12,4,49,3,7,0
2023-12-07,1753,0.35,Bakery,Cakes,Dindigul,Central,2023,12,4,49,3,7,0
2023-12-07,1840,0.26,Bakery,Biscuits,Tirunelveli,Central,2023,12,4,49,3,7,0
2023-12-07,1848,0.2,Snacks,Noodles,Namakkal,Central,2023,12,4,49,3,7,0
2023-12-07,2144,0.11,Fruits & Veggies,Fresh Fruits,Tirunelveli,Central,2023,12,4,49,3,7,0
2023-12-09,952,0.26,Snacks,Cookies,Salem,East,2023,12,4,49,5,9,1
2023-12-09,999,0.25,Beverages,Soft Drinks,Theni,East,2023,12,4,49,5,9,1
2023-12-09,1196,0.21,Bakery,Breads & Buns,Cumbum,East,2023,12,4,49,5,9,1
2023-12-09,1291,0.23,"Eggs, Meat & Fish",Chicken,Krishnagiri,East,2023,12,4,49,5,9,1
2023-12-09,1614,0.12,Oil & Masala,Masalas,Trichy,East,2023,12,4,49,5,9,1
2023-12-09,2126,0.17,Beverages,Health Drinks,Trichy,East,2023,12,4,49,5,9,1
2023-12-09,2257,0.23,"Eggs, Meat & Fish",Chicken,Krishnagiri,East,2023,12,4,49,5,9,1
2023-12-09,2466,0.17,Fruits & Veggies,Organic Vegetables,Dharmapuri,East,2023,12,4,49,5,9,1
2023-12-09,2498,0.29,Oil & Masala,Spices,Vellore,West,2023,12,4,49,5,9,1
2023-12-10,588,0.32,Food Grains,Atta & Flour,Salem,Central,2023,12,4,49,6,10,1
2023-12-10,726,0.34,Oil & Masala,Edible Oil & Ghee,Ooty,Central,2023,12,4,49,6,10,1
2023-12-10,1433,0.3,Beverages,Soft Drinks,Vellore,East,2023,12,4,49,6,10,1
2023-12-10,1791,0.14,Bakery,Cakes,Cumbum,West,2023,12,4,49,6,10,1
2023-12-10,1891,0.33,Food Grains,Organic Staples,Ooty,West,2023,12,4,49,6,10,1
2023-12-10,1970,0.2,Bakery,Cakes,Perambalur,East,2023,12,4,49,6,10,1
2023-12-10,1972,0.32,Beverages,Health Drinks,Dharmapuri,East,2023,12,4,49,6,10,1
2023-12-10,2060,0.25,Oil & Masala,Masalas,Dharmapuri,East,2023,12,4,49,6,10,1
2023-12-10,2093,0.11,Fruits & Veggies,Organic Fruits,Chennai,East,2023,12,4,49,6,10,1
2023-12-10,2149,0.17,Fruits & Veggies,Fresh Vegetables,Chennai,East,2023,12,4,49,6,10,1
2023-12-10,2226,0.23,"Eggs, Meat & Fish",Mutton,Chennai,Central,2023,12,4,49,6,10,1
2023-12-11,670,0.16,"Eggs, Meat & Fish",Mutton,Salem,East,2023,12,4,50,0,11,0
2023-12-11,1368,0.22,Fruits & Veggies,Fresh Fruits,Coimbatore,Central,2023,12,4,50,0,11,0
2023-12-11,1599,0.19,Oil & Masala,Masalas,Chennai,South,2023,12,4,50,0,11,0
2023-12-11,1693,0.11,Fruits & Veggies,Organic Vegetables,Dindigul,Central,2023,12,4,50,0,11,0
2023-12-11,1719,0.18,Beverages,Soft Drinks,Madurai,Central,2023,12,4,50,0,11,0
2023-12-11,1752,0.31,Bakery,Cakes,Cumbum,South,2023,12,4,50,0,11,0
2023-12-11,1766,0.25,Bakery,Breads & Buns,Krishnagiri,South,2023,12,4,50,0,11,0
2023-12-11,1784,0.1,Food Grains,Dals & Pulses,Karur,South,2023,12,4,50,0,11,0
2023-12-11,1842,0.26,Food Grains,Rice,Nagercoil,South,2023,12,4,50,0,11,0
2023-12-11,1843,0.33,Bakery,Cakes,Tirunelveli,South,2023,12,4,50,0,11,0
2023-12-11,1919,0.34,Fruits & Veggies,Organic Fruits,Coimbatore,West,2023,12,4,50,0,11,0
2023-12-12,533,0.26,Beverages,Soft Drinks,Tenkasi,West,2023,12,4,50,1,12,0
2023-12-12,609,0.16,"Eggs, Meat & Fish",Mutton,Virudhunagar,West,2023,12,4,50,1,12,0
2023-12-12,825,0.1,Snacks,Cookies,Karur,West,2023,12,4,50,1,12,0
2023-12-12,988,0.23,Food Grains,Dals & Pulses,Dindigul,West,2023,12,4,50,1,12,0
2023-12-12,1036,0.22,Snacks,Cookies,Nagercoil,East,2023,12,4,50,1,12,0
2023-12-12,1168,0.23,Oil & Masala,Spices,Dindigul,Central,2023,12,4,50,1,12,0
2023-12-12,1450,0.13,Food Grains,Dals & Pulses,Namakkal,West,2023,12,4,50,1,12,0
2023-12-12,1531,0.27,"Eggs, Meat & Fish",Fish,Tenkasi,West,2023,12,4,50,1,12,0
2023-12-12,1715,0.25,Snacks,Chocolates,Chennai,West,2023,12,4,50,1,12,0
2023-12-12,2031,0.3,Bakery,Cakes,Dharmapuri,West,2023,12,4,50,1,12,0
2023-12-12,2181,0.17,Bakery,Biscuits,Theni,West,2023,12,4,50,1,12,0
2023-12-12,2303,0.27,Fruits & Veggies,Fresh Vegetables,Tenkasi,West,2023,12,4,50,1,12,0
2023-12-12,2307,0.23,Oil & Masala,Masalas,Bodi,West,2023,12,4,50,1,12,0
2023-12-12,2476,0.32,Fruits & Veggies,Fresh Fruits,Tirunelveli,West,2023,12,4,50,1,12,0
2023-12-13,907,0.18,Snacks,Noodles,Salem,West,2023,12,4,50,2,13,0
2023-12-13,1083,0.1,"Eggs, Meat & Fish",Eggs,Dindigul,East,2023,12,4,50,2,13,0
2023-12-13,1095,0.32,Snacks,Chocolates,Vellore,West,2023,12,4,50,2,13,0
2023-12-13,1268,0.14,Bakery,Breads & Buns,Perambalur,East,2023,12,4,50,2,13,0
2023-12-13,1370,0.12,Fruits & Veggies,Fresh Vegetables,Madurai,West,2023,12,4,50,2,13,0
2023-12-13,1551,0.15,Bakery,Biscuits,Perambalur,West,2023,12,4,50,2,13,0
2023-12-13,1703,0.35,Oil & Masala,Edible Oil & Ghee,Karur,West,2023,12,4,50,2,13,0
2023-12-13,2073,0.22,Fruits & Veggies,Organic Fruits,Ramanadhapuram,West,2023,12,4,50,2,13,0
2023-12-13,2212,0.2,Bakery,Biscuits,Tenkasi,West,2023,12,4,50,2,13,0
2023-12-14,522,0.12,Beverages,Health Drinks,Viluppuram,West,2023,12,4,50,3,14,0
2023-12-14,527,0.22,"Eggs, Meat & Fish",Chicken,Vellore,West,2023,12,4,50,3,14,0
2023-12-14,530,0.3,Oil & Masala,Masalas,Ooty,West,2023,12,4,50,3,14,0
2023-12-14,739,0.19,Beverages,Health Drinks,Chennai,West,2023,12,4,50,3,14,0
2023-12-14,871,0.18,Snacks,Chocolates,Chennai,South,2023,12,4,50,3,14,0
2023-12-14,1189,0.31,Oil & Masala,Spices,Viluppuram,South,2023,12,4,50,3,14,0
2023-12-14,1280,0.28,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,West,2023,12,4,50,3,14,0
2023-12-14,1318,0.23,"Eggs, Meat & Fish",Mutton,Chennai,West,2023,12,4,50,3,14,0
2023-12-14,1392,0.25,Oil & Masala,Masalas,Viluppuram,West,2023,12,4,50,3,14,0
2023-12-14,1899,0.27,Fruits & Veggies,Fresh Fruits,Trichy,West,2023,12,4,50,3,14,0
2023-12-14,1932,0.21,Snacks,Cookies,Virudhunagar,West,2023,12,4,50,3,14,0
2023-12-14,2087,0.13,Oil & Masala,Masalas,Dindigul,South,2023,12,4,50,3,14,0
2023-12-15,507,0.1,Food Grains,Atta & Flour,Namakkal,West,2023,12,4,50,4,15,0
2023-12-15,601,0.22,Oil & Masala,Masalas,Krishnagiri,East,2023,12,4,50,4,15,0
2023-12-15,618,0.28,"Eggs, Meat & Fish",Eggs,Perambalur,West,2023,12,4,50,4,15,0
2023-12-15,1213,0.28,Food Grains,Atta & Flour,Viluppuram,West,2023,12,4,50,4,15,0
2023-12-15,1322,0.16,Food Grains,Atta & Flour,Karur,East,2023,12,4,50,4,15,0
2023-12-15,1464,0.3,Oil & Masala,Edible Oil & Ghee,Viluppuram,East,2023,12,4,50,4,15,0
2023-12-15,1501,0.35,Bakery,Cakes,Krishnagiri,East,2023,12,4,50,4,15,0
2023-12-15,1551,0.15,Snacks,Cookies,Bodi,South,2023,12,4,50,4,15,0
2023-12-15,1599,0.33,Food Grains,Dals & Pulses,Trichy,East,2023,12,4,50,4,15,0
2023-12-16,904,0.18,Snacks,Cookies,Ooty,West,2023,12,4,50,5,16,1
2023-12-17,639,0.32,Bakery,Cakes,Viluppuram,West,2023,12,4,50,6,17,1
2023-12-17,1004,0.1,Snacks,Chocolates,Viluppuram,Central,2023,12,4,50,6,17,1
2023-12-17,1163,0.28,Snacks,Cookies,Theni,West,2023,12,4,50,6,17,1
2023-12-17,1183,0.28,Fruits & Veggies,Organic Vegetables,Namakkal,West,2023,12,4,50,6,17,1
2023-12-17,1298,0.25,Fruits & Veggies,Fresh Vegetables,Dindigul,Central,2023,12,4,50,6,17,1
2023-12-17,1457,0.11,Snacks,Cookies,Krishnagiri,Central,2023,12,4,50,6,17,1
2023-12-17,1511,0.28,Bakery,Breads & Buns,Tenkasi,Central,2023,12,4,50,6,17,1
2023-12-17,1753,0.13,Fruits & Veggies,Organic Fruits,Namakkal,Central,2023,12,4,50,6,17,1
2023-12-17,1989,0.31,Bakery,Biscuits,Tirunelveli,West,2023,12,4,50,6,17,1
2023-12-17,2209,0.13,"Eggs, Meat & Fish",Eggs,Bodi,Central,2023,12,4,50,6,17,1
2023-12-17,2266,0.16,"Eggs, Meat & Fish",Mutton,Krishnagiri,Central,2023,12,4,50,6,17,1
2023-12-17,2338,0.31,Bakery,Cakes,Bodi,Central,2023,12,4,50,6,17,1
2023-12-18,569,0.22,Bakery,Biscuits,Nagercoil,South,2023,12,4,51,0,18,0
2023-12-18,1000,0.19,Oil & Masala,Edible Oil & Ghee,Dharmapuri,South,2023,12,4,51,0,18,0
2023-12-18,1296,0.26,Beverages,Soft Drinks,Nagercoil,East,2023,12,4,51,0,18,0
2023-12-18,1746,0.15,Beverages,Health Drinks,Dindigul,East,2023,12,4,51,0,18,0
2023-12-18,1928,0.33,"Eggs, Meat & Fish",Eggs,Dharmapuri,West,2023,12,4,51,0,18,0
2023-12-18,2359,0.1,Food Grains,Dals & Pulses,Bodi,South,2023,12,4,51,0,18,0
2023-12-18,2448,0.14,"Eggs, Meat & Fish",Chicken,Karur,East,2023,12,4,51,0,18,0
2023-12-19,772,0.24,Oil & Masala,Spices,Virudhunagar,East,2023,12,4,51,1,19,0
2023-12-19,1129,0.13,Fruits & Veggies,Fresh Fruits,Vellore,Central,2023,12,4,51,1,19,0
2023-12-19,1377,0.16,Snacks,Chocolates,Kanyakumari,Central,2023,12,4,51,1,19,0
2023-12-19,1426,0.13,Snacks,Cookies,Madurai,East,2023,12,4,51,1,19,0
2023-12-19,1624,0.26,Bakery,Biscuits,Tenkasi,West,2023,12,4,51,1,19,0
2023-12-19,1710,0.33,Beverages,Soft Drinks,Tenkasi,East,2023,12,4,51,1,19,0
2023-12-19,1931,0.17,"Eggs, Meat & Fish",Fish,Madurai,East,2023,12,4,51,1,19,0
2023-12-19,1994,0.31,"Eggs, Meat & Fish",Chicken,Namakkal,East,2023,12,4,51,1,19,0
2023-12-19,1995,0.35,Food Grains,Dals & Pulses,Karur,East,2023,12,4,51,1,19,0
2023-12-19,2248,0.32,Bakery,Breads & Buns,Trichy,West,2023,12,4,51,1,19,0
2023-12-19,2310,0.18,Oil & Masala,Spices,Ramanadhapuram,Central,2023,12,4,51,1,19,0
2023-12-19,2443,0.35,Food Grains,Rice,Viluppuram,East,2023,12,4,51,1,19,0
2023-12-19,2491,0.16,Fruits & Veggies,Organic Fruits,Dindigul,Central,2023,12,4,51,1,19,0
2023-12-19,2497,0.34,Food Grains,Rice,Perambalur,Central,2023,12,4,51,1,19,0
2023-12-20,502,0.25,Beverages,Soft Drinks,Karur,East,2023,12,4,51,2,20,0
2023-12-20,678,0.28,Bakery,Biscuits,Virudhunagar,South,2023,12,4,51,2,20,0
2023-12-20,901,0.28,"Eggs, Meat & Fish",Fish,Ramanadhapuram,South,2023,12,4,51,2,20,0
2023-12-20,1238,0.1,"Eggs, Meat & Fish",Chicken,Coimbatore,Central,2023,12,4,51,2,20,0
2023-12-20,1285,0.32,Oil & Masala,Edible Oil & Ghee,Dindigul,West,2023,12,4,51,2,20,0
2023-12-20,1512,0.25,Bakery,Biscuits,Salem,Central,2023,12,4,51,2,20,0
2023-12-20,1532,0.1,Snacks,Cookies,Vellore,Central,2023,12,4,51,2,20,0
2023-12-20,1643,0.28,Food Grains,Atta & Flour,Salem,West,2023,12,4,51,2,20,0
2023-12-20,1750,0.15,"Eggs, Meat & Fish",Fish,Theni,West,2023,12,4,51,2,20,0
2023-12-20,1804,0.21,"Eggs, Meat & Fish",Chicken,Nagercoil,Central,2023,12,4,51,2,20,0
2023-12-20,2069,0.25,Beverages,Soft Drinks,Dharmapuri,Central,2023,12,4,51,2,20,0
2023-12-21,660,0.26,Food Grains,Organic Staples,Krishnagiri,West,2023,12,4,51,3,21,0
2023-12-21,791,0.18,Fruits & Veggies,Organic Fruits,Dindigul,South,2023,12,4,51,3,21,0
2023-12-21,916,0.17,Food Grains,Dals & Pulses,Tenkasi,Central,2023,12,4,51,3,21,0
2023-12-21,1202,0.2,Oil & Masala,Spices,Kanyakumari,West,2023,12,4,51,3,21,0
2023-12-21,1253,0.18,Bakery,Biscuits,Cumbum,West,2023,12,4,51,3,21,0
2023-12-21,1480,0.28,"Eggs, Meat & Fish",Fish,Dindigul,South,2023,12,4,51,3,21,0
2023-12-21,1549,0.25,Food Grains,Rice,Tenkasi,South,2023,12,4,51,3,21,0
2023-12-21,1611,0.11,Fruits & Veggies,Organic Fruits,Vellore,Central,2023,12,4,51,3,21,0
2023-12-21,1660,0.11,Beverages,Health Drinks,Kanyakumari,Central,2023,12,4,51,3,21,0
2023-12-21,2193,0.35,Food Grains,Rice,Salem,Central,2023,12,4,51,3,21,0
2023-12-21,2329,0.13,"Eggs, Meat & Fish",Fish,Kanyakumari,East,2023,12,4,51,3,21,0
2023-12-22,869,0.32,Fruits & Veggies,Organic Vegetables,Cumbum,East,2023,12,4,51,4,22,0
2023-12-22,1258,0.17,Fruits & Veggies,Fresh Vegetables,Tirunelveli,East,2023,12,4,51,4,22,0
2023-12-22,1769,0.33,Snacks,Cookies,Krishnagiri,Central,2023,12,4,51,4,22,0
2023-12-23,1945,0.12,Bakery,Cakes,Coimbatore,South,2023,12,4,51,5,23,1
2023-12-24,663,0.1,Food Grains,Organic Staples,Madurai,East,2023,12,4,51,6,24,1
2023-12-24,696,0.31,Fruits & Veggies,Organic Fruits,Cumbum,Central,2023,12,4,51,6,24,1
2023-12-24,923,0.15,Fruits & Veggies,Fresh Vegetables,Virudhunagar,West,2023,12,4,51,6,24,1
2023-12-24,940,0.1,Oil & Masala,Edible Oil & Ghee,Ooty,West,2023,12,4,51,6,24,1
2023-12-24,1113,0.31,Oil & Masala,Masalas,Dindigul,West,2023,12,4,51,6,24,1
2023-12-24,1307,0.29,Beverages,Health Drinks,Tirunelveli,West,2023,12,4,51,6,24,1
2023-12-24,1443,0.19,"Eggs, Meat & Fish",Fish,Madurai,East,2023,12,4,51,6,24,1
2023-12-24,1549,0.26,Beverages,Health Drinks,Viluppuram,East,2023,12,4,51,6,24,1
2023-12-24,1557,0.2,"Eggs, Meat & Fish",Fish,Vellore,East,2023,12,4,51,6,24,1
2023-12-24,1627,0.18,Food Grains,Organic Staples,Ooty,East,2023,12,4,51,6,24,1
2023-12-24,1833,0.26,"Eggs, Meat & Fish",Chicken,Theni,Central,2023,12,4,51,6,24,1
2023-12-24,1940,0.2,Food Grains,Dals & Pulses,Madurai,East,2023,12,4,51,6,24,1
2023-12-24,1940,0.35,"Eggs, Meat & Fish",Eggs,Dindigul,West,2023,12,4,51,6,24,1
2023-12-24,2024,0.11,Beverages,Soft Drinks,Perambalur,East,2023,12,4,51,6,24,1
2023-12-24,2110,0.25,Fruits & Veggies,Fresh Vegetables,Pudukottai,East,2023,12,4,51,6,24,1
2023-12-24,2168,0.16,"Eggs, Meat & Fish",Chicken,Viluppuram,East,2023,12,4,51,6,24,1
2023-12-24,2198,0.13,Snacks,Chocolates,Tenkasi,West,2023,12,4,51,6,24,1
2023-12-24,2223,0.2,Snacks,Cookies,Vellore,West,2023,12,4,51,6,24,1
2023-12-24,2314,0.34,Beverages,Health Drinks,Viluppuram,West,2023,12,4,51,6,24,1
2023-12-25,619,0.19,Oil & Masala,Edible Oil & Ghee,Dharmapuri,Central,2023,12,4,52,0,25,0
2023-12-25,666,0.2,Snacks,Noodles,Pudukottai,South,2023,12,4,52,0,25,0
2023-12-25,814,0.14,Fruits & Veggies,Fresh Fruits,Nagercoil,West,2023,12,4,52,0,25,0
2023-12-25,953,0.12,Fruits & Veggies,Fresh Fruits,Virudhunagar,West,2023,12,4,52,0,25,0
2023-12-25,1013,0.24,Oil & Masala,Masalas,Kanyakumari,South,2023,12,4,52,0,25,0
2023-12-25,1095,0.22,Oil & Masala,Masalas,Virudhunagar,East,2023,12,4,52,0,25,0
2023-12-25,1175,0.35,"Eggs, Meat & Fish",Eggs,Cumbum,South,2023,12,4,52,0,25,0
2023-12-25,1231,0.17,"Eggs, Meat & Fish",Mutton,Ooty,South,2023,12,4,52,0,25,0
2023-12-25,1253,0.27,Food Grains,Dals & Pulses,Theni,West,2023,12,4,52,0,25,0
2023-12-25,1370,0.31,Bakery,Biscuits,Vellore,Central,2023,12,4,52,0,25,0
2023-12-25,1398,0.24,"Eggs, Meat & Fish",Chicken,Theni,East,2023,12,4,52,0,25,0
2023-12-25,1451,0.25,Fruits & Veggies,Fresh Vegetables,Kanyakumari,Central,2023,12,4,52,0,25,0
2023-12-25,1476,0.25,Beverages,Soft Drinks,Virudhunagar,West,2023,12,4,52,0,25,0
2023-12-25,1654,0.1,Beverages,Health Drinks,Perambalur,East,2023,12,4,52,0,25,0
2023-12-25,2189,0.25,Snacks,Chocolates,Virudhunagar,East,2023,12,4,52,0,25,0
2023-12-25,2467,0.17,Bakery,Biscuits,Kanyakumari,Central,2023,12,4,52,0,25,0
2023-12-26,976,0.3,"Eggs, Meat & Fish",Eggs,Cumbum,Central,2023,12,4,52,1,26,0
2023-12-26,1102,0.22,"Eggs, Meat & Fish",Chicken,Krishnagiri,East,2023,12,4,52,1,26,0
2023-12-26,1897,0.18,"Eggs, Meat & Fish",Fish,Theni,East,2023,12,4,52,1,26,0
2023-12-26,2064,0.25,"Eggs, Meat & Fish",Fish,Ooty,East,2023,12,4,52,1,26,0
2023-12-27,630,0.35,Fruits & Veggies,Organic Fruits,Dindigul,South,2023,12,4,52,2,27,0
2023-12-27,660,0.19,Beverages,Health Drinks,Namakkal,Central,2023,12,4,52,2,27,0
2023-12-27,702,0.31,Bakery,Biscuits,Viluppuram,Central,2023,12,4,52,2,27,0
2023-12-27,727,0.27,Snacks,Cookies,Perambalur,East,2023,12,4,52,2,27,0
2023-12-27,826,0.13,"Eggs, Meat & Fish",Eggs,Madurai,East,2023,12,4,52,2,27,0
2023-12-27,1243,0.27,"Eggs, Meat & Fish",Eggs,Chennai,West,2023,12,4,52,2,27,0
2023-12-27,1301,0.17,Snacks,Noodles,Cumbum,South,2023,12,4,52,2,27,0
2023-12-27,1350,0.33,Snacks,Chocolates,Karur,West,2023,12,4,52,2,27,0
2023-12-27,1354,0.16,Fruits & Veggies,Organic Vegetables,Ramanadhapuram,Central,2023,12,4,52,2,27,0
2023-12-27,1443,0.26,Fruits & Veggies,Fresh Fruits,Bodi,South,2023,12,4,52,2,27,0
2023-12-27,1495,0.33,Beverages,Health Drinks,Bodi,South,2023,12,4,52,2,27,0
2023-12-27,1598,0.33,Beverages,Soft Drinks,Krishnagiri,South,2023,12,4,52,2,27,0
2023-12-27,1616,0.16,Fruits & Veggies,Organic Vegetables,Ooty,West,2023,12,4,52,2,27,0
2023-12-27,1691,0.28,Food Grains,Dals & Pulses,Vellore,West,2023,12,4,52,2,27,0
2023-12-27,1751,0.19,Fruits & Veggies,Fresh Fruits,Chennai,Central,2023,12,4,52,2,27,0
2023-12-27,2011,0.2,Oil & Masala,Masalas,Perambalur,Central,2023,12,4,52,2,27,0
2023-12-27,2045,0.23,"Eggs, Meat & Fish",Chicken,Cumbum,Central,2023,12,4,52,2,27,0
2023-12-27,2218,0.27,Fruits & Veggies,Organic Fruits,Virudhunagar,South,2023,12,4,52,2,27,0
2023-12-27,2257,0.21,Fruits & Veggies,Fresh Vegetables,Cumbum,East,2023,12,4,52,2,27,0
2023-12-27,2391,0.19,Fruits & Veggies,Fresh Vegetables,Viluppuram,Central,2023,12,4,52,2,27,0
2023-12-27,2418,0.15,"Eggs, Meat & Fish",Chicken,Krishnagiri,East,2023,12,4,52,2,27,0
2023-12-27,2488,0.27,Fruits & Veggies,Organic Vegetables,Tirunelveli,West,2023,12,4,52,2,27,0
2023-12-28,737,0.2,"Eggs, Meat & Fish",Fish,Kanyakumari,East,2023,12,4,52,3,28,0
2023-12-28,785,0.24,Snacks,Cookies,Pudukottai,Central,2023,12,4,52,3,28,0
2023-12-29,961,0.15,"Eggs, Meat & Fish",Mutton,Pudukottai,East,2023,12,4,52,4,29,0
2023-12-30,699,0.33,Food Grains,Rice,Ramanadhapuram,West,2023,12,4,52,5,30,1
2023-12-30,1207,0.35,Beverages,Health Drinks,Karur,West,2023,12,4,52,5,30,1
2023-12-30,1990,0.25,Oil & Masala,Spices,Viluppuram,West,2023,12,4,52,5,30,1
2023-12-30,2194,0.33,Food Grains,Organic Staples,Dharmapuri,West,2023,12,4,52,5,30,1
2023-12-30,2340,0.21,Snacks,Cookies,Nagercoil,West,2023,12,4,52,5,30,1
2023-12-31,550,0.23,Oil & Masala,Masalas,Chennai,South,2023,12,4,52,6,31,1
2023-12-31,868,0.33,Bakery,Cakes,Krishnagiri,Central,2023,12,4,52,6,31,1
2023-12-31,1238,0.25,Bakery,Cakes,Viluppuram,Central,2023,12,4,52,6,31,1
2023-12-31,1394,0.2,Snacks,Cookies,Coimbatore,Central,2023,12,4,52,6,31,1
2023-12-31,1418,0.11,Snacks,Cookies,Salem,South,2023,12,4,52,6,31,1
2023-12-31,1439,0.2,Bakery,Cakes,Perambalur,West,2023,12,4,52,6,31,1
2023-12-31,2051,0.32,Fruits & Veggies,Organic Vegetables,Madurai,Central,2023,12,4,52,6,31,1
2023-12-31,2157,0.26,Snacks,Cookies,Salem,Central,2023,12,4,52,6,31,1
2023-12-31,2212,0.11,Oil & Masala,Spices,Perambalur,Central,2023,12,4,52,6,31,1
2023-12-31,2327,0.32,Beverages,Soft Drinks,Salem,South,2023,12,4,52,6,31,1
2023-12-31,2499,0.31,Food Grains,Atta & Flour,Viluppuram,South,2023,12,4,52,6,31,1
2024-01-02,1311,0.16,Snacks,Cookies,Madurai,West,2024,1,1,1,1,2,0
2024-01-02,1355,0.14,Beverages,Soft Drinks,Madurai,South,2024,1,1,1,1,2,0
2024-01-03,548,0.31,Snacks,Chocolates,Bodi,East,2024,1,1,1,2,3,0
2024-01-03,1156,0.11,"Eggs, Meat & Fish",Fish,Pudukottai,West,2024,1,1,1,2,3,0
2024-01-03,1170,0.12,"Eggs, Meat & Fish",Chicken,Dindigul,East,2024,1,1,1,2,3,0
2024-01-03,1321,0.23,Beverages,Health Drinks,Coimbatore,East,2024,1,1,1,2,3,0
2024-01-03,2439,0.3,Food Grains,Organic Staples,Vellore,East,2024,1,1,1,2,3,0
2024-01-04,508,0.28,"Eggs, Meat & Fish",Mutton,Virudhunagar,East,2024,1,1,1,3,4,0
2024-01-04,686,0.33,Food Grains,Atta & Flour,Tirunelveli,East,2024,1,1,1,3,4,0
2024-01-04,695,0.24,Bakery,Cakes,Pudukottai,East,2024,1,1,1,3,4,0
2024-01-04,755,0.3,Fruits & Veggies,Fresh Vegetables,Theni,East,2024,1,1,1,3,4,0
2024-01-04,836,0.32,Food Grains,Organic Staples,Dindigul,East,2024,1,1,1,3,4,0
