rad_id_2025,Order Date,Sales_faktisk,Discount,Category,Sub Category,City,Region,year,month,quarter,weekofyear,dayofweek,dayofmonth,is_weekend,prognose_lineaer_regresjon,prognose_random_forest_baseline,prognose_random_forest_tuned,feil_lineaer_regresjon,abs_feil_lineaer_regresjon,ape_lineaer_regresjon_pct,feil_random_forest_baseline,abs_feil_random_forest_baseline,ape_random_forest_baseline_pct,feil_random_forest_tuned,abs_feil_random_forest_tuned,ape_random_forest_tuned_pct
1835,2025-08-17,1160,0.31,Oil & Masala,Edible Oil & Ghee,Karur,Central,2025,8,3,33,6,17,1,1464.304695,1528.35,1483.853076,304.304695,304.304695,26.2332,368.35,368.35,31.7543,323.853076,323.853076,27.9184
1836,2025-08-17,1402,0.1,"Eggs, Meat & Fish",Chicken,Kanyakumari,East,2025,8,3,33,6,17,1,1574.679162,1610.79,1532.085704,172.679162,172.679162,12.3166,208.79,208.79,14.8923,130.085704,130.085704,9.2786
1837,2025-08-17,1512,0.33,Beverages,Health Drinks,Coimbatore,West,2025,8,3,33,6,17,1,1365.521098,1529.2,1469.891487,-146.478902,146.478902,9.6878,17.2,17.2,1.1376,-42.108513,42.108513,2.785
1838,2025-08-17,1680,0.34,Oil & Masala,Edible Oil & Ghee,Krishnagiri,West,2025,8,3,33,6,17,1,1472.984532,1399.22,1463.566242,-207.015468,207.015468,12.3223,-280.78,280.78,16.7131,-216.433758,216.433758,12.883
1839,2025-08-17,1920,0.32,Beverages,Health Drinks,Pudukottai,West,2025,8,3,33,6,17,1,1447.463615,1527.355,1449.228295,-472.536385,472.536385,24.6113,-392.645,392.645,20.4503,-470.771705,470.771705,24.5194
1840,2025-08-17,2228,0.1,Beverages,Soft Drinks,Ramanadhapuram,East,2025,8,3,33,6,17,1,1512.02043,1591.415,1526.001785,-715.97957,715.97957,32.1355,-636.585,636.585,28.572,-701.998215,701.998215,31.508
1841,2025-08-17,2228,0.23,Beverages,Health Drinks,Bodi,Central,2025,8,3,33,6,17,1,1437.971986,1325.705,1424.131531,-790.028014,790.028014,35.4591,-902.295,902.295,40.498,-803.868469,803.868469,36.0803
1842,2025-08-17,2237,0.14,Fruits & Veggies,Fresh Fruits,Chennai,West,2025,8,3,33,6,17,1,1495.447295,1429.57,1465.394058,-741.552705,741.552705,33.1494,-807.43,807.43,36.0943,-771.605942,771.605942,34.4929
1843,2025-08-17,2353,0.12,Beverages,Health Drinks,Tenkasi,West,2025,8,3,33,6,17,1,1428.846941,1302.415,1441.396861,-924.153059,924.153059,39.2755,-1050.585,1050.585,44.6487,-911.603139,911.603139,38.7422
1844,2025-08-17,2362,0.3,Food Grains,Dals & Pulses,Nagercoil,Central,2025,8,3,33,6,17,1,1445.258319,1573.41,1477.765953,-916.741681,916.741681,38.8121,-788.59,788.59,33.3865,-884.234047,884.234047,37.4358
1845,2025-08-17,2499,0.22,Bakery,Cakes,Pudukottai,South,2025,8,3,33,6,17,1,1557.822718,1360.925,1487.441592,-941.177282,941.177282,37.6622,-1138.075,1138.075,45.5412,-1011.558408,1011.558408,40.4785
1846,2025-08-18,529,0.1,Oil & Masala,Edible Oil & Ghee,Virudhunagar,West,2025,8,3,34,0,18,0,1495.640909,1463.945,1462.97865,966.640909,966.640909,182.7299,934.945,934.945,176.7382,933.97865,933.97865,176.5555
1847,2025-08-18,539,0.11,Oil & Masala,Edible Oil & Ghee,Virudhunagar,Central,2025,8,3,34,0,18,0,1493.133568,1303.965,1461.373559,954.133568,954.133568,177.0192,764.965,764.965,141.923,922.373559,922.373559,171.1268
1848,2025-08-18,1016,0.15,Food Grains,Rice,Nagercoil,West,2025,8,3,34,0,18,0,1450.040356,1575.145,1486.180944,434.040356,434.040356,42.7205,559.145,559.145,55.034,470.180944,470.180944,46.2777
1849,2025-08-18,1068,0.14,Oil & Masala,Spices,Nagercoil,West,2025,8,3,34,0,18,0,1460.884642,1410.515,1471.285933,392.884642,392.884642,36.787,342.515,342.515,32.0707,403.285933,403.285933,37.7609
1850,2025-08-18,1155,0.31,Snacks,Chocolates,Tirunelveli,East,2025,8,3,34,0,18,0,1453.613527,1531.28,1463.823563,298.613527,298.613527,25.854,376.28,376.28,32.5784,308.823563,308.823563,26.738
1851,2025-08-18,1360,0.19,Snacks,Cookies,Pudukottai,Central,2025,8,3,34,0,18,0,1496.270598,1491.53,1483.02368,136.270598,136.270598,10.0199,131.53,131.53,9.6713,123.02368,123.02368,9.0459
1852,2025-08-18,1677,0.19,Oil & Masala,Masalas,Kanyakumari,West,2025,8,3,34,0,18,0,1569.49588,1694.14,1541.412178,-107.50412,107.50412,6.4105,17.14,17.14,1.0221,-135.587822,135.587822,8.0851
1853,2025-08-18,1873,0.33,Bakery,Biscuits,Viluppuram,East,2025,8,3,34,0,18,0,1527.203171,1447.065,1479.911414,-345.796829,345.796829,18.4622,-425.935,425.935,22.7408,-393.088586,393.088586,20.9871
1854,2025-08-18,1919,0.31,Food Grains,Rice,Krishnagiri,West,2025,8,3,34,0,18,0,1477.709484,1448.38,1495.531356,-441.290516,441.290516,22.9959,-470.62,470.62,24.5242,-423.468644,423.468644,22.0672
1855,2025-08-18,2065,0.2,Food Grains,Atta & Flour,Dindigul,West,2025,8,3,34,0,18,0,1448.575589,1416.265,1446.780714,-616.424411,616.424411,29.8511,-648.735,648.735,31.4157,-618.219286,618.219286,29.938
1856,2025-08-18,2092,0.16,Bakery,Breads & Buns,Pudukottai,Central,2025,8,3,34,0,18,0,1529.288777,1346.63,1490.08853,-562.711223,562.711223,26.8982,-745.37,745.37,35.6295,-601.91147,601.91147,28.7721
1857,2025-08-18,2106,0.16,"Eggs, Meat & Fish",Fish,Karur,East,2025,8,3,34,0,18,0,1479.686667,1446.49,1482.74944,-626.313333,626.313333,29.7395,-659.51,659.51,31.3158,-623.25056,623.25056,29.594
1858,2025-08-18,2116,0.19,Bakery,Breads & Buns,Bodi,East,2025,8,3,34,0,18,0,1503.092155,1506.885,1492.831196,-612.907845,612.907845,28.9654,-609.115,609.115,28.7862,-623.168804,623.168804,29.4503
1859,2025-08-18,2134,0.29,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,East,2025,8,3,34,0,18,0,1520.771692,1593.25,1485.412537,-613.228308,613.228308,28.7361,-540.75,540.75,25.3397,-648.587463,648.587463,30.393
1860,2025-08-18,2236,0.24,"Eggs, Meat & Fish",Mutton,Namakkal,East,2025,8,3,34,0,18,0,1541.002522,1605.07,1527.342972,-694.997478,694.997478,31.0822,-630.93,630.93,28.2169,-708.657028,708.657028,31.6931
1861,2025-08-18,2344,0.3,Snacks,Chocolates,Madurai,East,2025,8,3,34,0,18,0,1469.115551,1558.775,1471.887501,-874.884449,874.884449,37.3244,-785.225,785.225,33.4994,-872.112499,872.112499,37.2062
1862,2025-08-18,2493,0.23,Food Grains,Atta & Flour,Pudukottai,East,2025,8,3,34,0,18,0,1561.159125,1585.705,1526.560968,-931.840875,931.840875,37.3783,-907.295,907.295,36.3937,-966.439032,966.439032,38.7661
1863,2025-08-19,903,0.24,Oil & Masala,Masalas,Namakkal,East,2025,8,3,34,1,19,0,1519.649325,1445.925,1500.054902,616.649325,616.649325,68.289,542.925,542.925,60.1246,597.054902,597.054902,66.119
1864,2025-08-19,1512,0.33,Snacks,Chocolates,Namakkal,West,2025,8,3,34,1,19,0,1418.875004,1302.515,1422.209668,-93.124996,93.124996,6.1591,-209.485,209.485,13.8548,-89.790332,89.790332,5.9385
1865,2025-08-19,2122,0.16,Bakery,Breads & Buns,Tenkasi,Central,2025,8,3,34,1,19,0,1474.03444,1255.04,1467.381635,-647.96556,647.96556,30.5356,-866.96,866.96,40.8558,-654.618365,654.618365,30.8491
1866,2025-08-19,2424,0.35,Snacks,Chocolates,Tirunelveli,East,2025,8,3,34,1,19,0,1443.591868,1205.695,1424.681917,-980.408132,980.408132,40.4459,-1218.305,1218.305,50.2601,-999.318083,999.318083,41.226
1867,2025-08-20,1359,0.2,Beverages,Health Drinks,Virudhunagar,West,2025,8,3,34,2,20,0,1404.788259,1371.11,1447.150256,45.788259,45.788259,3.3693,12.11,12.11,0.8911,88.150256,88.150256,6.4864
1868,2025-08-20,1575,0.11,Fruits & Veggies,Fresh Fruits,Dindigul,West,2025,8,3,34,2,20,0,1428.195555,1431.63,1441.011076,-146.804445,146.804445,9.3209,-143.37,143.37,9.1029,-133.988924,133.988924,8.5072
1869,2025-08-20,1933,0.23,Oil & Masala,Spices,Cumbum,East,2025,8,3,34,2,20,0,1502.657235,1595.16,1504.705927,-430.342765,430.342765,22.2629,-337.84,337.84,17.4775,-428.294073,428.294073,22.157
1870,2025-08-20,2046,0.15,"Eggs, Meat & Fish",Fish,Ramanadhapuram,West,2025,8,3,34,2,20,0,1493.620472,1557.005,1483.82623,-552.379528,552.379528,26.998,-488.995,488.995,23.9,-562.17377,562.17377,27.4767
1871,2025-08-20,2289,0.2,Bakery,Cakes,Ramanadhapuram,West,2025,8,3,34,2,20,0,1520.733166,1594.375,1497.933857,-768.266834,768.266834,33.5634,-694.625,694.625,30.3462,-791.066143,791.066143,34.5595
1872,2025-08-20,2371,0.15,Bakery,Biscuits,Coimbatore,South,2025,8,3,34,2,20,0,1499.225726,1611.565,1486.657748,-871.774274,871.774274,36.7682,-759.435,759.435,32.0302,-884.342252,884.342252,37.2983
1873,2025-08-20,2411,0.15,Fruits & Veggies,Fresh Vegetables,Dharmapuri,West,2025,8,3,34,2,20,0,1531.597696,1481.485,1498.2334,-879.402304,879.402304,36.4746,-929.515,929.515,38.5531,-912.7666,912.7666,37.8584
1874,2025-08-21,515,0.3,Snacks,Cookies,Kanyakumari,West,2025,8,3,34,3,21,0,1458.417947,1342.7,1451.270162,943.417947,943.417947,183.188,827.7,827.7,160.7184,936.270162,936.270162,181.8
1875,2025-08-21,540,0.27,Bakery,Cakes,Karur,South,2025,8,3,34,3,21,0,1505.290448,1318.68,1468.194439,965.290448,965.290448,178.7575,778.68,778.68,144.2,928.194439,928.194439,171.8879
1876,2025-08-21,553,0.2,Bakery,Breads & Buns,Karur,Central,2025,8,3,34,3,21,0,1461.07089,1328.29,1451.327191,908.07089,908.07089,164.2081,775.29,775.29,140.1971,898.327191,898.327191,162.4461
1877,2025-08-21,681,0.27,Bakery,Cakes,Coimbatore,Central,2025,8,3,34,3,21,0,1455.48411,1411.785,1472.913215,774.48411,774.48411,113.7275,730.785,730.785,107.3106,791.913215,791.913215,116.2868
1878,2025-08-21,693,0.12,Food Grains,Dals & Pulses,Tirunelveli,Central,2025,8,3,34,3,21,0,1551.815804,1648.29,1532.836398,858.815804,858.815804,123.9272,955.29,955.29,137.8485,839.836398,839.836398,121.1885
1879,2025-08-21,764,0.15,Food Grains,Rice,Dindigul,East,2025,8,3,34,3,21,0,1418.421551,1390.84,1465.886376,654.421551,654.421551,85.6573,626.84,626.84,82.0471,701.886376,701.886376,91.8699
1880,2025-08-21,811,0.24,Food Grains,Dals & Pulses,Tenkasi,West,2025,8,3,34,3,21,0,1504.362168,1712.505,1512.882498,693.362168,693.362168,85.4947,901.505,901.505,111.1597,701.882498,701.882498,86.5453
1881,2025-08-21,929,0.3,Bakery,Cakes,Karur,West,2025,8,3,34,3,21,0,1480.155554,1432.63,1476.235013,551.155554,551.155554,59.3278,503.63,503.63,54.2121,547.235013,547.235013,58.9058
1882,2025-08-21,1075,0.27,Beverages,Soft Drinks,Virudhunagar,West,2025,8,3,34,3,21,0,1447.052539,1452.72,1492.535745,372.052539,372.052539,34.6095,377.72,377.72,35.1367,417.535745,417.535745,38.8405
1883,2025-08-21,1197,0.12,Snacks,Cookies,Virudhunagar,West,2025,8,3,34,3,21,0,1425.404807,1466.26,1471.250734,228.404807,228.404807,19.0814,269.26,269.26,22.4946,274.250734,274.250734,22.9115
1884,2025-08-21,1322,0.11,Bakery,Cakes,Chennai,West,2025,8,3,34,3,21,0,1530.074304,1582.77,1499.163332,208.074304,208.074304,15.7394,260.77,260.77,19.7254,177.163332,177.163332,13.4012
1885,2025-08-21,1325,0.3,Beverages,Soft Drinks,Cumbum,West,2025,8,3,34,3,21,0,1484.303735,1571.255,1495.722059,159.303735,159.303735,12.0229,246.255,246.255,18.5853,170.722059,170.722059,12.8847
1886,2025-08-21,1405,0.21,Food Grains,Atta & Flour,Madurai,East,2025,8,3,34,3,21,0,1544.670469,1707.485,1532.350927,139.670469,139.670469,9.941,302.485,302.485,21.5292,127.350927,127.350927,9.0641
1887,2025-08-21,1631,0.25,Beverages,Soft Drinks,Perambalur,East,2025,8,3,34,3,21,0,1536.452918,1463.075,1492.702553,-94.547082,94.547082,5.7969,-167.925,167.925,10.2958,-138.297447,138.297447,8.4793
1888,2025-08-21,1645,0.2,Food Grains,Organic Staples,Tirunelveli,East,2025,8,3,34,3,21,0,1526.426087,1607.145,1518.257636,-118.573913,118.573913,7.2081,-37.855,37.855,2.3012,-126.742364,126.742364,7.7047
1889,2025-08-21,1652,0.21,Bakery,Cakes,Perambalur,West,2025,8,3,34,3,21,0,1557.840856,1678.76,1534.314764,-94.159144,94.159144,5.6997,26.76,26.76,1.6199,-117.685236,117.685236,7.1238
1890,2025-08-21,1847,0.35,Oil & Masala,Spices,Karur,West,2025,8,3,34,3,21,0,1457.306796,1596.37,1477.851951,-389.693204,389.693204,21.0987,-250.63,250.63,13.5696,-369.148049,369.148049,19.9864
1891,2025-08-21,2055,0.22,Beverages,Health Drinks,Vellore,West,2025,8,3,34,3,21,0,1499.156461,1314.715,1439.96059,-555.843539,555.843539,27.0483,-740.285,740.285,36.0236,-615.03941,615.03941,29.9289
1892,2025-08-21,2065,0.11,"Eggs, Meat & Fish",Eggs,Ooty,West,2025,8,3,34,3,21,0,1535.341709,1549.85,1477.822437,-529.658291,529.658291,25.6493,-515.15,515.15,24.9467,-587.177563,587.177563,28.4347
1893,2025-08-21,2174,0.25,Oil & Masala,Spices,Nagercoil,West,2025,8,3,34,3,21,0,1432.483165,1389.72,1482.286299,-741.516835,741.516835,34.1084,-784.28,784.28,36.0754,-691.713701,691.713701,31.8176
1894,2025-08-21,2200,0.33,"Eggs, Meat & Fish",Chicken,Bodi,West,2025,8,3,34,3,21,0,1528.771192,1263.425,1457.238751,-671.228808,671.228808,30.5104,-936.575,936.575,42.5716,-742.761249,742.761249,33.7619
1895,2025-08-21,2399,0.27,"Eggs, Meat & Fish",Mutton,Karur,West,2025,8,3,34,3,21,0,1522.904546,1265.38,1438.269322,-876.095454,876.095454,36.5192,-1133.62,1133.62,47.2539,-960.730678,960.730678,40.0471
1896,2025-08-21,2447,0.16,Food Grains,Organic Staples,Madurai,East,2025,8,3,34,3,21,0,1546.918612,1654.36,1515.147442,-900.081388,900.081388,36.7831,-792.64,792.64,32.3923,-931.852558,931.852558,38.0814
1897,2025-08-22,1153,0.26,Oil & Masala,Edible Oil & Ghee,Cumbum,East,2025,8,3,34,4,22,0,1499.365299,1512.2375,1504.151857,346.365299,346.365299,30.0404,359.2375,359.2375,31.1568,351.151857,351.151857,30.4555
1898,2025-08-22,1167,0.17,"Eggs, Meat & Fish",Mutton,Ooty,West,2025,8,3,34,4,22,0,1553.046159,1348.825,1475.719615,386.046159,386.046159,33.0802,181.825,181.825,15.5805,308.719615,308.719615,26.4541
1899,2025-08-23,660,0.21,Fruits & Veggies,Fresh Fruits,Dharmapuri,South,2025,8,3,34,5,23,1,1570.584477,1515.335,1476.601775,910.584477,910.584477,137.9673,855.335,855.335,129.5962,816.601775,816.601775,123.7275
1900,2025-08-23,1049,0.23,Food Grains,Rice,Dindigul,South,2025,8,3,34,5,23,1,1425.15375,1394.74,1433.496646,376.15375,376.15375,35.8583,345.74,345.74,32.959,384.496646,384.496646,36.6536
1901,2025-08-23,1839,0.29,"Eggs, Meat & Fish",Fish,Viluppuram,South,2025,8,3,34,5,23,1,1508.940482,1482.415,1484.982882,-330.059518,330.059518,17.9478,-356.585,356.585,19.3902,-354.017118,354.017118,19.2505
1902,2025-08-23,2126,0.35,Bakery,Cakes,Salem,South,2025,8,3,34,5,23,1,1547.10843,1419.32,1508.175544,-578.89157,578.89157,27.2291,-706.68,706.68,33.2399,-617.824456,617.824456,29.0604
1903,2025-08-23,2347,0.16,Food Grains,Rice,Karur,South,2025,8,3,34,5,23,1,1501.342047,1468.46,1483.423338,-845.657953,845.657953,36.0314,-878.54,878.54,37.4325,-863.576662,863.576662,36.7949
1904,2025-08-24,784,0.24,Beverages,Health Drinks,Viluppuram,East,2025,8,3,34,6,24,1,1457.165749,1497.125,1449.975465,673.165749,673.165749,85.863,713.125,713.125,90.9598,665.975465,665.975465,84.9459
1905,2025-08-24,1032,0.32,Bakery,Breads & Buns,Perambalur,East,2025,8,3,34,6,24,1,1504.333338,1475.555,1496.899552,472.333338,472.333338,45.7687,443.555,443.555,42.9801,464.899552,464.899552,45.0484
1906,2025-08-24,1526,0.14,Food Grains,Dals & Pulses,Ramanadhapuram,East,2025,8,3,34,6,24,1,1541.6647,1563.24,1502.92558,15.6647,15.6647,1.0265,37.24,37.24,2.4404,-23.07442,23.07442,1.5121
1907,2025-08-24,2270,0.14,"Eggs, Meat & Fish",Eggs,Vellore,East,2025,8,3,34,6,24,1,1592.416363,1448.34,1501.981899,-677.583637,677.583637,29.8495,-821.66,821.66,36.1965,-768.018101,768.018101,33.8334
1908,2025-08-25,519,0.22,Oil & Masala,Edible Oil & Ghee,Krishnagiri,East,2025,8,3,35,0,25,0,1517.208605,1540.76,1500.581613,998.208605,998.208605,192.3331,1021.76,1021.76,196.8709,981.581613,981.581613,189.1294
1909,2025-08-25,693,0.32,Food Grains,Atta & Flour,Pudukottai,South,2025,8,3,35,0,25,0,1570.106309,1553.46,1520.12274,877.106309,877.106309,126.5666,860.46,860.46,124.1645,827.12274,827.12274,119.3539
1910,2025-08-25,741,0.1,Bakery,Biscuits,Krishnagiri,South,2025,8,3,35,0,25,0,1561.26677,1476.465,1488.139618,820.26677,820.26677,110.6973,735.465,735.465,99.253,747.139618,747.139618,100.8286
1911,2025-08-25,1814,0.35,Beverages,Health Drinks,Tirunelveli,East,2025,8,3,35,0,25,0,1443.183978,1580.91,1477.302529,-370.816022,370.816022,20.4419,-233.09,233.09,12.8495,-336.697471,336.697471,18.5611
1912,2025-08-25,2099,0.29,Food Grains,Organic Staples,Pudukottai,South,2025,8,3,35,0,25,0,1569.027451,1500.695,1521.542283,-529.972549,529.972549,25.2488,-598.305,598.305,28.5043,-577.457717,577.457717,27.5111
1913,2025-08-26,938,0.32,Fruits & Veggies,Organic Vegetables,Chennai,Central,2025,8,3,35,1,26,0,1501.543971,1463.09,1470.446198,563.543971,563.543971,60.0793,525.09,525.09,55.9797,532.446198,532.446198,56.764
1914,2025-08-26,940,0.24,Oil & Masala,Spices,Namakkal,South,2025,8,3,35,1,26,0,1509.263802,1285.655,1492.235102,569.263802,569.263802,60.56,345.655,345.655,36.7718,552.235102,552.235102,58.7484
1915,2025-08-26,2478,0.16,Bakery,Biscuits,Salem,Central,2025,8,3,35,1,26,0,1567.764224,1665.14,1544.61536,-910.235776,910.235776,36.7327,-812.86,812.86,32.8031,-933.38464,933.38464,37.6669
1916,2025-08-27,510,0.12,Food Grains,Dals & Pulses,Pudukottai,East,2025,8,3,35,2,27,0,1586.491461,1624.845,1533.137854,1076.491461,1076.491461,211.0768,1114.845,1114.845,218.5971,1023.137854,1023.137854,200.6153
1917,2025-08-27,570,0.17,Oil & Masala,Masalas,Namakkal,West,2025,8,3,35,2,27,0,1531.700461,1520.9,1497.464933,961.700461,961.700461,168.7194,950.9,950.9,166.8246,927.464933,927.464933,162.7131
1918,2025-08-27,932,0.24,Food Grains,Dals & Pulses,Theni,South,2025,8,3,35,2,27,0,1554.187759,1577.815,1523.444099,622.187759,622.187759,66.7583,645.815,645.815,69.2935,591.444099,591.444099,63.4597
1919,2025-08-27,1019,0.27,Food Grains,Organic Staples,Dharmapuri,West,2025,8,3,35,2,27,0,1570.252085,1643.975,1557.351563,551.252085,551.252085,54.0974,624.975,624.975,61.3322,538.351563,538.351563,52.8314
1920,2025-08-27,1206,0.22,Oil & Masala,Masalas,Ooty,West,2025,8,3,35,2,27,0,1538.822057,1457.99,1500.052149,332.822057,332.822057,27.5972,251.99,251.99,20.8947,294.052149,294.052149,24.3824
1921,2025-08-27,1464,0.3,Fruits & Veggies,Organic Fruits,Trichy,East,2025,8,3,35,2,27,0,1487.088602,1370.3,1448.406171,23.088602,23.088602,1.5771,-93.7,93.7,6.4003,-15.593829,15.593829,1.0652
1922,2025-08-27,1475,0.34,Fruits & Veggies,Fresh Vegetables,Tenkasi,East,2025,8,3,35,2,27,0,1430.240122,1440.595,1435.909432,-44.759878,44.759878,3.0346,-34.405,34.405,2.3325,-39.090568,39.090568,2.6502
1923,2025-08-27,1512,0.21,"Eggs, Meat & Fish",Chicken,Coimbatore,West,2025,8,3,35,2,27,0,1500.78475,1660.51,1529.32928,-11.21525,11.21525,0.7417,148.51,148.51,9.8221,17.32928,17.32928,1.1461
1924,2025-08-27,1526,0.13,Oil & Masala,Edible Oil & Ghee,Cumbum,East,2025,8,3,35,2,27,0,1533.06974,1409.5375,1506.999148,7.06974,7.06974,0.4633,-116.4625,116.4625,7.6319,-19.000852,19.000852,1.2451
1925,2025-08-27,1733,0.17,"Eggs, Meat & Fish",Mutton,Tenkasi,South,2025,8,3,35,2,27,0,1567.969455,1444.83,1484.647637,-165.030545,165.030545,9.5228,-288.17,288.17,16.6284,-248.352363,248.352363,14.3308
1926,2025-08-27,1807,0.11,Fruits & Veggies,Fresh Fruits,Tirunelveli,South,2025,8,3,35,2,27,0,1546.137072,1471.87,1510.279842,-260.862928,260.862928,14.4362,-335.13,335.13,18.5462,-296.720158,296.720158,16.4206
1927,2025-08-27,1917,0.28,Food Grains,Atta & Flour,Salem,East,2025,8,3,35,2,27,0,1553.649864,1713.685,1546.811211,-363.350136,363.350136,18.9541,-203.315,203.315,10.6059,-370.188789,370.188789,19.3108
1928,2025-08-27,1960,0.19,Bakery,Breads & Buns,Theni,West,2025,8,3,35,2,27,0,1492.83366,1464.495,1486.662262,-467.16634,467.16634,23.835,-495.505,495.505,25.2809,-473.337738,473.337738,24.1499
1929,2025-08-27,2026,0.12,Oil & Masala,Masalas,Pudukottai,West,2025,8,3,35,2,27,0,1590.043703,1662.005,1528.418513,-435.956297,435.956297,21.5181,-363.995,363.995,17.9662,-497.581487,497.581487,24.5598
1930,2025-08-27,2062,0.11,Bakery,Biscuits,Viluppuram,Central,2025,8,3,35,2,27,0,1559.995312,1545.91,1512.357616,-502.004688,502.004688,24.3455,-516.09,516.09,25.0286,-549.642384,549.642384,26.6558
1931,2025-08-27,2076,0.33,Bakery,Breads & Buns,Krishnagiri,West,2025,8,3,35,2,27,0,1461.827006,1174.465,1445.796139,-614.172994,614.172994,29.5844,-901.535,901.535,43.4265,-630.203861,630.203861,30.3566
1932,2025-08-27,2147,0.18,Oil & Masala,Edible Oil & Ghee,Kanyakumari,West,2025,8,3,35,2,27,0,1543.897358,1667.6075,1520.003877,-603.102642,603.102642,28.0905,-479.3925,479.3925,22.3285,-626.996123,626.996123,29.2034
1933,2025-08-27,2389,0.35,Bakery,Biscuits,Kanyakumari,West,2025,8,3,35,2,27,0,1521.138953,1441.77,1454.843622,-867.861047,867.861047,36.3274,-947.23,947.23,39.6496,-934.156378,934.156378,39.1024
1934,2025-08-27,2428,0.26,Food Grains,Rice,Tirunelveli,East,2025,8,3,35,2,27,0,1501.287829,1574.77,1505.28683,-926.712171,926.712171,38.1677,-853.23,853.23,35.1413,-922.71317,922.71317,38.003
1935,2025-08-28,1309,0.33,Fruits & Veggies,Organic Vegetables,Tenkasi,West,2025,8,3,35,3,28,0,1475.250982,1496.67,1462.134195,166.250982,166.250982,12.7006,187.67,187.67,14.3369,153.134195,153.134195,11.6986
1936,2025-08-28,1339,0.34,Food Grains,Rice,Chennai,Central,2025,8,3,35,3,28,0,1472.60154,1372.545,1449.969127,133.60154,133.60154,9.9777,33.545,33.545,2.5052,110.969127,110.969127,8.2875
1937,2025-08-28,1354,0.26,Snacks,Cookies,Dindigul,West,2025,8,3,35,3,28,0,1364.705879,1444.065,1470.362852,10.705879,10.705879,0.7907,90.065,90.065,6.6518,116.362852,116.362852,8.594
1938,2025-08-28,1467,0.17,Bakery,Cakes,Perambalur,Central,2025,8,3,35,3,28,0,1568.99464,1783.805,1533.419824,101.99464,101.99464,6.9526,316.805,316.805,21.5954,66.419824,66.419824,4.5276
1939,2025-08-28,1504,0.31,Snacks,Noodles,Coimbatore,Central,2025,8,3,35,3,28,0,1409.766574,1463.295,1460.924197,-94.233426,94.233426,6.2655,-40.705,40.705,2.7064,-43.075803,43.075803,2.8641
1940,2025-08-28,2109,0.21,Food Grains,Organic Staples,Nagercoil,Central,2025,8,3,35,3,28,0,1458.3247,1494.74,1498.578915,-650.6753,650.6753,30.8523,-614.26,614.26,29.1257,-610.421085,610.421085,28.9436
1941,2025-08-28,2153,0.16,Bakery,Breads & Buns,Madurai,West,2025,8,3,35,3,28,0,1515.660584,1477.075,1477.654601,-637.339416,637.339416,29.6024,-675.925,675.925,31.3946,-675.345399,675.345399,31.3676
1942,2025-08-28,2285,0.31,Food Grains,Rice,Theni,West,2025,8,3,35,3,28,0,1480.667783,1526.34,1499.996116,-804.332217,804.332217,35.2005,-758.66,758.66,33.2018,-785.003884,785.003884,34.3547
1943,2025-08-29,1576,0.26,Food Grains,Dals & Pulses,Viluppuram,Central,2025,8,3,35,4,29,0,1543.535151,1472.56,1496.622422,-32.464849,32.464849,2.06,-103.44,103.44,6.5635,-79.377578,79.377578,5.0366
1944,2025-08-29,1700,0.11,Oil & Masala,Masalas,Bodi,Central,2025,8,3,35,4,29,0,1560.508756,1703.85,1527.671563,-139.491244,139.491244,8.2054,3.85,3.85,0.2265,-172.328437,172.328437,10.137
1945,2025-08-29,2212,0.35,Food Grains,Atta & Flour,Dindigul,West,2025,8,3,35,4,29,0,1415.496076,1666.4,1473.048091,-796.503924,796.503924,36.0083,-545.6,545.6,24.6655,-738.951909,738.951909,33.4065
1946,2025-08-29,2298,0.15,Bakery,Cakes,Cumbum,Central,2025,8,3,35,4,29,0,1526.69163,1613.57,1496.305006,-771.30837,771.30837,33.5643,-684.43,684.43,29.7837,-801.694994,801.694994,34.8866
1947,2025-08-29,2478,0.35,Beverages,Soft Drinks,Viluppuram,East,2025,8,3,35,4,29,0,1500.022171,1822.805,1518.115334,-977.977829,977.977829,39.4664,-655.195,655.195,26.4405,-959.884666,959.884666,38.7363
1948,2025-08-31,608,0.18,Food Grains,Dals & Pulses,Trichy,West,2025,8,3,35,6,31,1,1581.576278,1490.64,1533.348532,973.576278,973.576278,160.1277,882.64,882.64,145.1711,925.348532,925.348532,152.1955
1949,2025-08-31,814,0.35,"Eggs, Meat & Fish",Mutton,Ooty,West,2025,8,3,35,6,31,1,1529.911915,1560.265,1519.917597,715.911915,715.911915,87.9499,746.265,746.265,91.6787,705.917597,705.917597,86.7221
1950,2025-08-31,1251,0.29,Food Grains,Dals & Pulses,Vellore,West,2025,8,3,35,6,31,1,1579.18415,1592.185,1535.380175,328.18415,328.18415,26.2337,341.185,341.185,27.273,284.380175,284.380175,22.7322
1951,2025-08-31,1253,0.32,Bakery,Biscuits,Krishnagiri,South,2025,8,3,35,6,31,1,1512.66427,1656.185,1505.035486,259.66427,259.66427,20.7234,403.185,403.185,32.1776,252.035486,252.035486,20.1146
1952,2025-08-31,1456,0.17,Food Grains,Dals & Pulses,Dindigul,Central,2025,8,3,35,6,31,1,1454.485906,1436.6,1487.903689,-1.514094,1.514094,0.104,-19.4,19.4,1.3324,31.903689,31.903689,2.1912
