rad_id_2025,Order Date,Sales_faktisk,Discount,Category,Sub Category,City,Region,year,month,quarter,weekofyear,dayofweek,dayofmonth,is_weekend,prognose_lineaer_regresjon,prognose_random_forest_baseline,prognose_random_forest_tuned
1756,2025-08-09,694,0.19,Beverages,Soft Drinks,Cumbum,Central,2025,8,3,32,5,9,1,1492.53629,1348.375,1468.118754
1757,2025-08-09,833,0.13,Food Grains,Organic Staples,Dharmapuri,East,2025,8,3,32,5,9,1,1577.177031,1629.98,1539.871915
1758,2025-08-09,1211,0.35,"Eggs, Meat & Fish",Eggs,Tirunelveli,Central,2025,8,3,32,5,9,1,1496.387194,1278.19,1443.766268
1759,2025-08-09,1508,0.34,"Eggs, Meat & Fish",Fish,Madurai,South,2025,8,3,32,5,9,1,1490.741874,1515.45,1489.056236
1760,2025-08-09,1528,0.28,Beverages,Soft Drinks,Salem,East,2025,8,3,32,5,9,1,1513.187355,1532.65,1483.313055
1761,2025-08-09,1603,0.11,Fruits & Veggies,Organic Fruits,Vellore,East,2025,8,3,32,5,9,1,1516.668093,1513.16,1464.714551
1762,2025-08-09,1811,0.22,Snacks,Noodles,Ooty,Central,2025,8,3,32,5,9,1,1455.86472,1368.915,1440.211076
1763,2025-08-09,1879,0.2,"Eggs, Meat & Fish",Mutton,Dharmapuri,Central,2025,8,3,32,5,9,1,1600.721356,1461.645,1500.259347
1764,2025-08-09,1884,0.1,Food Grains,Organic Staples,Virudhunagar,Central,2025,8,3,32,5,9,1,1481.725859,1615.935,1481.287277
1765,2025-08-09,2068,0.26,Bakery,Breads & Buns,Pudukottai,Central,2025,8,3,32,5,9,1,1493.328693,1275.96,1471.935189
1766,2025-08-09,2174,0.13,Fruits & Veggies,Fresh Vegetables,Krishnagiri,East,2025,8,3,32,5,9,1,1460.492505,1717.3725,1508.221568
1767,2025-08-09,2204,0.27,Snacks,Noodles,Tirunelveli,South,2025,8,3,32,5,9,1,1479.57089,1344.62,1459.040938
1768,2025-08-09,2314,0.11,Beverages,Health Drinks,Theni,Central,2025,8,3,32,5,9,1,1448.660553,1464.105,1454.096601
1769,2025-08-09,2416,0.27,Food Grains,Atta & Flour,Dindigul,Central,2025,8,3,32,5,9,1,1416.762166,1396.91,1456.054862
1770,2025-08-10,660,0.18,"Eggs, Meat & Fish",Mutton,Viluppuram,West,2025,8,3,32,6,10,1,1566.228374,1442.795,1488.760971
1771,2025-08-10,868,0.21,Oil & Masala,Masalas,Karur,West,2025,8,3,32,6,10,1,1502.310243,1422.21,1485.509928
1772,2025-08-10,1272,0.18,Oil & Masala,Masalas,Krishnagiri,West,2025,8,3,32,6,10,1,1520.127242,1630.845,1515.156674
1773,2025-08-10,1683,0.25,Oil & Masala,Masalas,Cumbum,East,2025,8,3,32,6,10,1,1517.677021,1598.27,1483.399464
1774,2025-08-10,1785,0.24,Bakery,Breads & Buns,Nagercoil,East,2025,8,3,32,6,10,1,1402.781661,1434.315,1446.837843
1775,2025-08-10,1979,0.21,Fruits & Veggies,Fresh Vegetables,Coimbatore,West,2025,8,3,32,6,10,1,1400.602912,1474.35,1464.459681
1776,2025-08-11,1428,0.34,Snacks,Cookies,Kanyakumari,East,2025,8,3,33,0,11,0,1458.092628,1278.97,1427.024425
1777,2025-08-11,2148,0.34,Bakery,Cakes,Coimbatore,East,2025,8,3,33,0,11,0,1451.01213,1385.665,1449.938994
1778,2025-08-12,552,0.14,Food Grains,Atta & Flour,Krishnagiri,Central,2025,8,3,33,1,12,0,1526.371763,1570.01,1519.431592
1779,2025-08-12,608,0.28,"Eggs, Meat & Fish",Fish,Dharmapuri,East,2025,8,3,33,1,12,0,1527.251638,1527.525,1497.866936
1780,2025-08-12,732,0.2,Bakery,Cakes,Kanyakumari,West,2025,8,3,33,1,12,0,1539.348147,1610.455,1514.271754
1781,2025-08-12,762,0.31,Food Grains,Atta & Flour,Perambalur,West,2025,8,3,33,1,12,0,1548.8234,1748.56,1527.670976
1782,2025-08-12,830,0.14,"Eggs, Meat & Fish",Eggs,Krishnagiri,West,2025,8,3,33,1,12,0,1527.695132,1509.235,1492.297815
1783,2025-08-12,904,0.17,Food Grains,Rice,Tenkasi,West,2025,8,3,33,1,12,0,1479.034941,1447.07,1507.349741
1784,2025-08-12,917,0.19,Oil & Masala,Edible Oil & Ghee,Perambalur,West,2025,8,3,33,1,12,0,1556.462173,1625.19875,1518.646294
1785,2025-08-12,958,0.18,Fruits & Veggies,Fresh Fruits,Krishnagiri,West,2025,8,3,33,1,12,0,1491.945382,1615.77,1485.253003
1786,2025-08-12,977,0.19,Food Grains,Rice,Madurai,Central,2025,8,3,33,1,12,0,1517.038098,1568.58,1520.206751
1787,2025-08-12,1026,0.19,Fruits & Veggies,Fresh Vegetables,Virudhunagar,East,2025,8,3,33,1,12,0,1426.508558,1540.38,1457.135258
1788,2025-08-12,1108,0.25,Fruits & Veggies,Organic Fruits,Kanyakumari,West,2025,8,3,33,1,12,0,1464.316845,1487.17,1476.0864
1789,2025-08-12,1173,0.15,Oil & Masala,Masalas,Pudukottai,East,2025,8,3,33,1,12,0,1579.302945,1628.61,1525.380461
1790,2025-08-12,1243,0.28,Snacks,Cookies,Dharmapuri,West,2025,8,3,33,1,12,0,1498.208999,1601.68,1524.590498
1791,2025-08-12,1272,0.35,Snacks,Chocolates,Chennai,East,2025,8,3,33,1,12,0,1428.650785,1255.76,1410.583991
1792,2025-08-12,1433,0.25,Bakery,Breads & Buns,Dharmapuri,West,2025,8,3,33,1,12,0,1531.227178,1484.17,1511.608845
1793,2025-08-12,1458,0.17,Beverages,Health Drinks,Namakkal,East,2025,8,3,33,1,12,0,1432.597545,1394.465,1463.410041
1794,2025-08-12,1531,0.28,Bakery,Cakes,Nagercoil,West,2025,8,3,33,1,12,0,1443.415614,1449.275,1475.965613
1795,2025-08-12,1608,0.31,Food Grains,Rice,Krishnagiri,West,2025,8,3,33,1,12,0,1468.998204,1659.345,1497.992286
1796,2025-08-12,1637,0.15,"Eggs, Meat & Fish",Eggs,Virudhunagar,West,2025,8,3,33,1,12,0,1491.414885,1331.27,1464.419741
1797,2025-08-12,1657,0.27,Bakery,Breads & Buns,Kanyakumari,West,2025,8,3,33,1,12,0,1492.827819,1437.775,1471.307267
1798,2025-08-12,1759,0.3,Fruits & Veggies,Organic Vegetables,Dharmapuri,East,2025,8,3,33,1,12,0,1554.522906,1317.405,1473.114018
1799,2025-08-12,1774,0.15,Bakery,Breads & Buns,Namakkal,East,2025,8,3,33,1,12,0,1474.628426,1453.935,1481.252973
1800,2025-08-12,1812,0.22,Fruits & Veggies,Fresh Vegetables,Perambalur,Central,2025,8,3,33,1,12,0,1503.608935,1592.545,1481.700383
1801,2025-08-12,1944,0.1,Fruits & Veggies,Organic Fruits,Ooty,West,2025,8,3,33,1,12,0,1464.977719,1459.445,1471.034345
1802,2025-08-12,2070,0.32,Beverages,Soft Drinks,Dindigul,Central,2025,8,3,33,1,12,0,1396.529344,1535.445,1459.102446
1803,2025-08-12,2190,0.12,Beverages,Health Drinks,Chennai,East,2025,8,3,33,1,12,0,1457.79212,1465.835,1489.436065
1804,2025-08-12,2191,0.25,"Eggs, Meat & Fish",Mutton,Dindigul,West,2025,8,3,33,1,12,0,1463.079445,1303.405,1458.123602
1805,2025-08-12,2193,0.33,Beverages,Soft Drinks,Trichy,West,2025,8,3,33,1,12,0,1523.619717,1340.125,1470.138761
1806,2025-08-12,2316,0.1,Oil & Masala,Masalas,Theni,Central,2025,8,3,33,1,12,0,1554.290513,1543.41,1520.35091
1807,2025-08-12,2355,0.14,Snacks,Cookies,Coimbatore,West,2025,8,3,33,1,12,0,1416.441642,1280.87,1448.078664
1808,2025-08-13,755,0.35,Food Grains,Organic Staples,Chennai,South,2025,8,3,33,2,13,0,1508.475222,1269.1,1449.762261
1809,2025-08-13,1094,0.11,Beverages,Soft Drinks,Trichy,South,2025,8,3,33,2,13,0,1576.993458,1390.82,1487.04956
1810,2025-08-13,1706,0.28,"Eggs, Meat & Fish",Mutton,Krishnagiri,West,2025,8,3,33,2,13,0,1532.09158,1375.05,1467.975011
1811,2025-08-13,1753,0.17,Food Grains,Dals & Pulses,Vellore,West,2025,8,3,33,2,13,0,1593.729085,1525.94,1522.270006
1812,2025-08-13,1768,0.18,Food Grains,Organic Staples,Nagercoil,West,2025,8,3,33,2,13,0,1456.839453,1617.81,1502.934438
1813,2025-08-13,1797,0.17,Beverages,Health Drinks,Viluppuram,East,2025,8,3,33,2,13,0,1468.736806,1462.085,1460.965756
1814,2025-08-13,1827,0.29,Snacks,Noodles,Dindigul,South,2025,8,3,33,2,13,0,1391.036531,1491.56,1425.773559
1815,2025-08-13,1958,0.18,"Eggs, Meat & Fish",Mutton,Kanyakumari,West,2025,8,3,33,2,13,0,1577.065981,1444.27,1472.391627
1816,2025-08-13,2298,0.31,"Eggs, Meat & Fish",Fish,Bodi,South,2025,8,3,33,2,13,0,1489.071908,1535.825,1486.516393
1817,2025-08-13,2380,0.22,"Eggs, Meat & Fish",Eggs,Kanyakumari,South,2025,8,3,33,2,13,0,1559.503264,1661.7,1501.727236
1818,2025-08-13,2415,0.1,Beverages,Health Drinks,Coimbatore,South,2025,8,3,33,2,13,0,1429.196175,1327.395,1469.218811
1819,2025-08-13,2464,0.22,"Eggs, Meat & Fish",Eggs,Madurai,West,2025,8,3,33,2,13,0,1539.941203,1436.55,1473.987149
1820,2025-08-13,2486,0.34,Oil & Masala,Masalas,Dharmapuri,South,2025,8,3,33,2,13,0,1587.681189,1593.81,1481.372373
1821,2025-08-14,759,0.18,Fruits & Veggies,Fresh Vegetables,Perambalur,West,2025,8,3,33,3,14,0,1504.37146,1605.395,1490.471499
1822,2025-08-14,967,0.3,Fruits & Veggies,Organic Vegetables,Theni,West,2025,8,3,33,3,14,0,1490.524154,1277.89,1465.218115
1823,2025-08-14,1142,0.14,Food Grains,Atta & Flour,Madurai,West,2025,8,3,33,3,14,0,1549.402018,1526.225,1530.164526
1824,2025-08-15,1213,0.15,"Eggs, Meat & Fish",Eggs,Namakkal,East,2025,8,3,33,4,15,0,1506.106661,1621.415,1498.665574
1825,2025-08-15,1219,0.18,"Eggs, Meat & Fish",Fish,Cumbum,Central,2025,8,3,33,4,15,0,1475.58369,1504.35,1491.850256
1826,2025-08-15,1966,0.19,"Eggs, Meat & Fish",Fish,Perambalur,East,2025,8,3,33,4,15,0,1518.595711,1619.245,1510.999238
1827,2025-08-16,517,0.12,"Eggs, Meat & Fish",Chicken,Chennai,South,2025,8,3,33,5,16,1,1570.441232,1534.46,1502.427735
1828,2025-08-16,907,0.32,Snacks,Noodles,Tirunelveli,South,2025,8,3,33,5,16,1,1476.597011,1538.47,1466.466679
1829,2025-08-17,508,0.1,"Eggs, Meat & Fish",Eggs,Karur,Central,2025,8,3,33,6,17,1,1512.040958,1673.755,1509.530989
1830,2025-08-17,714,0.14,Bakery,Cakes,Kanyakumari,West,2025,8,3,33,6,17,1,1540.691313,1423.465,1494.737787
1831,2025-08-17,717,0.28,Oil & Masala,Masalas,Karur,South,2025,8,3,33,6,17,1,1516.153758,1481.7,1493.186707
1832,2025-08-17,736,0.34,Food Grains,Organic Staples,Namakkal,Central,2025,8,3,33,6,17,1,1467.003237,1486.165,1476.529782
1833,2025-08-17,856,0.26,"Eggs, Meat & Fish",Eggs,Coimbatore,East,2025,8,3,33,6,17,1,1459.02002,1504.62,1478.113298
1834,2025-08-17,1005,0.26,Food Grains,Dals & Pulses,Tirunelveli,West,2025,8,3,33,6,17,1,1522.124499,1647.485,1522.293355
1835,2025-08-17,1160,0.31,Oil & Masala,Edible Oil & Ghee,Karur,Central,2025,8,3,33,6,17,1,1464.304695,1528.35,1483.853076
1836,2025-08-17,1402,0.1,"Eggs, Meat & Fish",Chicken,Kanyakumari,East,2025,8,3,33,6,17,1,1574.679162,1610.79,1532.085704
1837,2025-08-17,1512,0.33,Beverages,Health Drinks,Coimbatore,West,2025,8,3,33,6,17,1,1365.521098,1529.2,1469.891487
1838,2025-08-17,1680,0.34,Oil & Masala,Edible Oil & Ghee,Krishnagiri,West,2025,8,3,33,6,17,1,1472.984532,1399.22,1463.566242
1839,2025-08-17,1920,0.32,Beverages,Health Drinks,Pudukottai,West,2025,8,3,33,6,17,1,1447.463615,1527.355,1449.228295
1840,2025-08-17,2228,0.1,Beverages,Soft Drinks,Ramanadhapuram,East,2025,8,3,33,6,17,1,1512.02043,1591.415,1526.001785
1841,2025-08-17,2228,0.23,Beverages,Health Drinks,Bodi,Central,2025,8,3,33,6,17,1,1437.971986,1325.705,1424.131531
1842,2025-08-17,2237,0.14,Fruits & Veggies,Fresh Fruits,Chennai,West,2025,8,3,33,6,17,1,1495.447295,1429.57,1465.394058
1843,2025-08-17,2353,0.12,Beverages,Health Drinks,Tenkasi,West,2025,8,3,33,6,17,1,1428.846941,1302.415,1441.396861
1844,2025-08-17,2362,0.3,Food Grains,Dals & Pulses,Nagercoil,Central,2025,8,3,33,6,17,1,1445.258319,1573.41,1477.765953
1845,2025-08-17,2499,0.22,Bakery,Cakes,Pudukottai,South,2025,8,3,33,6,17,1,1557.822718,1360.925,1487.441592
1846,2025-08-18,529,0.1,Oil & Masala,Edible Oil & Ghee,Virudhunagar,West,2025,8,3,34,0,18,0,1495.640909,1463.945,1462.97865
1847,2025-08-18,539,0.11,Oil & Masala,Edible Oil & Ghee,Virudhunagar,Central,2025,8,3,34,0,18,0,1493.133568,1303.965,1461.373559
1848,2025-08-18,1016,0.15,Food Grains,Rice,Nagercoil,West,2025,8,3,34,0,18,0,1450.040356,1575.145,1486.180944
1849,2025-08-18,1068,0.14,Oil & Masala,Spices,Nagercoil,West,2025,8,3,34,0,18,0,1460.884642,1410.515,1471.285933
1850,2025-08-18,1155,0.31,Snacks,Chocolates,Tirunelveli,East,2025,8,3,34,0,18,0,1453.613527,1531.28,1463.823563
1851,2025-08-18,1360,0.19,Snacks,Cookies,Pudukottai,Central,2025,8,3,34,0,18,0,1496.270598,1491.53,1483.02368
1852,2025-08-18,1677,0.19,Oil & Masala,Masalas,Kanyakumari,West,2025,8,3,34,0,18,0,1569.49588,1694.14,1541.412178
1853,2025-08-18,1873,0.33,Bakery,Biscuits,Viluppuram,East,2025,8,3,34,0,18,0,1527.203171,1447.065,1479.911414
1854,2025-08-18,1919,0.31,Food Grains,Rice,Krishnagiri,West,2025,8,3,34,0,18,0,1477.709484,1448.38,1495.531356
1855,2025-08-18,2065,0.2,Food Grains,Atta & Flour,Dindigul,West,2025,8,3,34,0,18,0,1448.575589,1416.265,1446.780714
1856,2025-08-18,2092,0.16,Bakery,Breads & Buns,Pudukottai,Central,2025,8,3,34,0,18,0,1529.288777,1346.63,1490.08853
1857,2025-08-18,2106,0.16,"Eggs, Meat & Fish",Fish,Karur,East,2025,8,3,34,0,18,0,1479.686667,1446.49,1482.74944
1858,2025-08-18,2116,0.19,Bakery,Breads & Buns,Bodi,East,2025,8,3,34,0,18,0,1503.092155,1506.885,1492.831196
1859,2025-08-18,2134,0.29,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,East,2025,8,3,34,0,18,0,1520.771692,1593.25,1485.412537
1860,2025-08-18,2236,0.24,"Eggs, Meat & Fish",Mutton,Namakkal,East,2025,8,3,34,0,18,0,1541.002522,1605.07,1527.342972
1861,2025-08-18,2344,0.3,Snacks,Chocolates,Madurai,East,2025,8,3,34,0,18,0,1469.115551,1558.775,1471.887501
1862,2025-08-18,2493,0.23,Food Grains,Atta & Flour,Pudukottai,East,2025,8,3,34,0,18,0,1561.159125,1585.705,1526.560968
1863,2025-08-19,903,0.24,Oil & Masala,Masalas,Namakkal,East,2025,8,3,34,1,19,0,1519.649325,1445.925,1500.054902
1864,2025-08-19,1512,0.33,Snacks,Chocolates,Namakkal,West,2025,8,3,34,1,19,0,1418.875004,1302.515,1422.209668
1865,2025-08-19,2122,0.16,Bakery,Breads & Buns,Tenkasi,Central,2025,8,3,34,1,19,0,1474.03444,1255.04,1467.381635
1866,2025-08-19,2424,0.35,Snacks,Chocolates,Tirunelveli,East,2025,8,3,34,1,19,0,1443.591868,1205.695,1424.681917
1867,2025-08-20,1359,0.2,Beverages,Health Drinks,Virudhunagar,West,2025,8,3,34,2,20,0,1404.788259,1371.11,1447.150256
1868,2025-08-20,1575,0.11,Fruits & Veggies,Fresh Fruits,Dindigul,West,2025,8,3,34,2,20,0,1428.195555,1431.63,1441.011076
1869,2025-08-20,1933,0.23,Oil & Masala,Spices,Cumbum,East,2025,8,3,34,2,20,0,1502.657235,1595.16,1504.705927
1870,2025-08-20,2046,0.15,"Eggs, Meat & Fish",Fish,Ramanadhapuram,West,2025,8,3,34,2,20,0,1493.620472,1557.005,1483.82623
1871,2025-08-20,2289,0.2,Bakery,Cakes,Ramanadhapuram,West,2025,8,3,34,2,20,0,1520.733166,1594.375,1497.933857
1872,2025-08-20,2371,0.15,Bakery,Biscuits,Coimbatore,South,2025,8,3,34,2,20,0,1499.225726,1611.565,1486.657748
1873,2025-08-20,2411,0.15,Fruits & Veggies,Fresh Vegetables,Dharmapuri,West,2025,8,3,34,2,20,0,1531.597696,1481.485,1498.2334
1874,2025-08-21,515,0.3,Snacks,Cookies,Kanyakumari,West,2025,8,3,34,3,21,0,1458.417947,1342.7,1451.270162
1875,2025-08-21,540,0.27,Bakery,Cakes,Karur,South,2025,8,3,34,3,21,0,1505.290448,1318.68,1468.194439
1876,2025-08-21,553,0.2,Bakery,Breads & Buns,Karur,Central,2025,8,3,34,3,21,0,1461.07089,1328.29,1451.327191
1877,2025-08-21,681,0.27,Bakery,Cakes,Coimbatore,Central,2025,8,3,34,3,21,0,1455.48411,1411.785,1472.913215
1878,2025-08-21,693,0.12,Food Grains,Dals & Pulses,Tirunelveli,Central,2025,8,3,34,3,21,0,1551.815804,1648.29,1532.836398
1879,2025-08-21,764,0.15,Food Grains,Rice,Dindigul,East,2025,8,3,34,3,21,0,1418.421551,1390.84,1465.886376
1880,2025-08-21,811,0.24,Food Grains,Dals & Pulses,Tenkasi,West,2025,8,3,34,3,21,0,1504.362168,1712.505,1512.882498
1881,2025-08-21,929,0.3,Bakery,Cakes,Karur,West,2025,8,3,34,3,21,0,1480.155554,1432.63,1476.235013
1882,2025-08-21,1075,0.27,Beverages,Soft Drinks,Virudhunagar,West,2025,8,3,34,3,21,0,1447.052539,1452.72,1492.535745
1883,2025-08-21,1197,0.12,Snacks,Cookies,Virudhunagar,West,2025,8,3,34,3,21,0,1425.404807,1466.26,1471.250734
1884,2025-08-21,1322,0.11,Bakery,Cakes,Chennai,West,2025,8,3,34,3,21,0,1530.074304,1582.77,1499.163332
1885,2025-08-21,1325,0.3,Beverages,Soft Drinks,Cumbum,West,2025,8,3,34,3,21,0,1484.303735,1571.255,1495.722059
1886,2025-08-21,1405,0.21,Food Grains,Atta & Flour,Madurai,East,2025,8,3,34,3,21,0,1544.670469,1707.485,1532.350927
1887,2025-08-21,1631,0.25,Beverages,Soft Drinks,Perambalur,East,2025,8,3,34,3,21,0,1536.452918,1463.075,1492.702553
1888,2025-08-21,1645,0.2,Food Grains,Organic Staples,Tirunelveli,East,2025,8,3,34,3,21,0,1526.426087,1607.145,1518.257636
1889,2025-08-21,1652,0.21,Bakery,Cakes,Perambalur,West,2025,8,3,34,3,21,0,1557.840856,1678.76,1534.314764
1890,2025-08-21,1847,0.35,Oil & Masala,Spices,Karur,West,2025,8,3,34,3,21,0,1457.306796,1596.37,1477.851951
1891,2025-08-21,2055,0.22,Beverages,Health Drinks,Vellore,West,2025,8,3,34,3,21,0,1499.156461,1314.715,1439.96059
1892,2025-08-21,2065,0.11,"Eggs, Meat & Fish",Eggs,Ooty,West,2025,8,3,34,3,21,0,1535.341709,1549.85,1477.822437
1893,2025-08-21,2174,0.25,Oil & Masala,Spices,Nagercoil,West,2025,8,3,34,3,21,0,1432.483165,1389.72,1482.286299
1894,2025-08-21,2200,0.33,"Eggs, Meat & Fish",Chicken,Bodi,West,2025,8,3,34,3,21,0,1528.771192,1263.425,1457.238751
1895,2025-08-21,2399,0.27,"Eggs, Meat & Fish",Mutton,Karur,West,2025,8,3,34,3,21,0,1522.904546,1265.38,1438.269322
1896,2025-08-21,2447,0.16,Food Grains,Organic Staples,Madurai,East,2025,8,3,34,3,21,0,1546.918612,1654.36,1515.147442
1897,2025-08-22,1153,0.26,Oil & Masala,Edible Oil & Ghee,Cumbum,East,2025,8,3,34,4,22,0,1499.365299,1512.2375,1504.151857
1898,2025-08-22,1167,0.17,"Eggs, Meat & Fish",Mutton,Ooty,West,2025,8,3,34,4,22,0,1553.046159,1348.825,1475.719615
1899,2025-08-23,660,0.21,Fruits & Veggies,Fresh Fruits,Dharmapuri,South,2025,8,3,34,5,23,1,1570.584477,1515.335,1476.601775
1900,2025-08-23,1049,0.23,Food Grains,Rice,Dindigul,South,2025,8,3,34,5,23,1,1425.15375,1394.74,1433.496646
1901,2025-08-23,1839,0.29,"Eggs, Meat & Fish",Fish,Viluppuram,South,2025,8,3,34,5,23,1,1508.940482,1482.415,1484.982882
1902,2025-08-23,2126,0.35,Bakery,Cakes,Salem,South,2025,8,3,34,5,23,1,1547.10843,1419.32,1508.175544
1903,2025-08-23,2347,0.16,Food Grains,Rice,Karur,South,2025,8,3,34,5,23,1,1501.342047,1468.46,1483.423338
1904,2025-08-24,784,0.24,Beverages,Health Drinks,Viluppuram,East,2025,8,3,34,6,24,1,1457.165749,1497.125,1449.975465
1905,2025-08-24,1032,0.32,Bakery,Breads & Buns,Perambalur,East,2025,8,3,34,6,24,1,1504.333338,1475.555,1496.899552
1906,2025-08-24,1526,0.14,Food Grains,Dals & Pulses,Ramanadhapuram,East,2025,8,3,34,6,24,1,1541.6647,1563.24,1502.92558
1907,2025-08-24,2270,0.14,"Eggs, Meat & Fish",Eggs,Vellore,East,2025,8,3,34,6,24,1,1592.416363,1448.34,1501.981899
1908,2025-08-25,519,0.22,Oil & Masala,Edible Oil & Ghee,Krishnagiri,East,2025,8,3,35,0,25,0,1517.208605,1540.76,1500.581613
1909,2025-08-25,693,0.32,Food Grains,Atta & Flour,Pudukottai,South,2025,8,3,35,0,25,0,1570.106309,1553.46,1520.12274
1910,2025-08-25,741,0.1,Bakery,Biscuits,Krishnagiri,South,2025,8,3,35,0,25,0,1561.26677,1476.465,1488.139618
1911,2025-08-25,1814,0.35,Beverages,Health Drinks,Tirunelveli,East,2025,8,3,35,0,25,0,1443.183978,1580.91,1477.302529
1912,2025-08-25,2099,0.29,Food Grains,Organic Staples,Pudukottai,South,2025,8,3,35,0,25,0,1569.027451,1500.695,1521.542283
1913,2025-08-26,938,0.32,Fruits & Veggies,Organic Vegetables,Chennai,Central,2025,8,3,35,1,26,0,1501.543971,1463.09,1470.446198
1914,2025-08-26,940,0.24,Oil & Masala,Spices,Namakkal,South,2025,8,3,35,1,26,0,1509.263802,1285.655,1492.235102
1915,2025-08-26,2478,0.16,Bakery,Biscuits,Salem,Central,2025,8,3,35,1,26,0,1567.764224,1665.14,1544.61536
1916,2025-08-27,510,0.12,Food Grains,Dals & Pulses,Pudukottai,East,2025,8,3,35,2,27,0,1586.491461,1624.845,1533.137854
1917,2025-08-27,570,0.17,Oil & Masala,Masalas,Namakkal,West,2025,8,3,35,2,27,0,1531.700461,1520.9,1497.464933
1918,2025-08-27,932,0.24,Food Grains,Dals & Pulses,Theni,South,2025,8,3,35,2,27,0,1554.187759,1577.815,1523.444099
1919,2025-08-27,1019,0.27,Food Grains,Organic Staples,Dharmapuri,West,2025,8,3,35,2,27,0,1570.252085,1643.975,1557.351563
1920,2025-08-27,1206,0.22,Oil & Masala,Masalas,Ooty,West,2025,8,3,35,2,27,0,1538.822057,1457.99,1500.052149
1921,2025-08-27,1464,0.3,Fruits & Veggies,Organic Fruits,Trichy,East,2025,8,3,35,2,27,0,1487.088602,1370.3,1448.406171
1922,2025-08-27,1475,0.34,Fruits & Veggies,Fresh Vegetables,Tenkasi,East,2025,8,3,35,2,27,0,1430.240122,1440.595,1435.909432
1923,2025-08-27,1512,0.21,"Eggs, Meat & Fish",Chicken,Coimbatore,West,2025,8,3,35,2,27,0,1500.78475,1660.51,1529.32928
1924,2025-08-27,1526,0.13,Oil & Masala,Edible Oil & Ghee,Cumbum,East,2025,8,3,35,2,27,0,1533.06974,1409.5375,1506.999148
1925,2025-08-27,1733,0.17,"Eggs, Meat & Fish",Mutton,Tenkasi,South,2025,8,3,35,2,27,0,1567.969455,1444.83,1484.647637
1926,2025-08-27,1807,0.11,Fruits & Veggies,Fresh Fruits,Tirunelveli,South,2025,8,3,35,2,27,0,1546.137072,1471.87,1510.279842
1927,2025-08-27,1917,0.28,Food Grains,Atta & Flour,Salem,East,2025,8,3,35,2,27,0,1553.649864,1713.685,1546.811211
1928,2025-08-27,1960,0.19,Bakery,Breads & Buns,Theni,West,2025,8,3,35,2,27,0,1492.83366,1464.495,1486.662262
1929,2025-08-27,2026,0.12,Oil & Masala,Masalas,Pudukottai,West,2025,8,3,35,2,27,0,1590.043703,1662.005,1528.418513
1930,2025-08-27,2062,0.11,Bakery,Biscuits,Viluppuram,Central,2025,8,3,35,2,27,0,1559.995312,1545.91,1512.357616
1931,2025-08-27,2076,0.33,Bakery,Breads & Buns,Krishnagiri,West,2025,8,3,35,2,27,0,1461.827006,1174.465,1445.796139
1932,2025-08-27,2147,0.18,Oil & Masala,Edible Oil & Ghee,Kanyakumari,West,2025,8,3,35,2,27,0,1543.897358,1667.6075,1520.003877
1933,2025-08-27,2389,0.35,Bakery,Biscuits,Kanyakumari,West,2025,8,3,35,2,27,0,1521.138953,1441.77,1454.843622
1934,2025-08-27,2428,0.26,Food Grains,Rice,Tirunelveli,East,2025,8,3,35,2,27,0,1501.287829,1574.77,1505.28683
1935,2025-08-28,1309,0.33,Fruits & Veggies,Organic Vegetables,Tenkasi,West,2025,8,3,35,3,28,0,1475.250982,1496.67,1462.134195
1936,2025-08-28,1339,0.34,Food Grains,Rice,Chennai,Central,2025,8,3,35,3,28,0,1472.60154,1372.545,1449.969127
1937,2025-08-28,1354,0.26,Snacks,Cookies,Dindigul,West,2025,8,3,35,3,28,0,1364.705879,1444.065,1470.362852
1938,2025-08-28,1467,0.17,Bakery,Cakes,Perambalur,Central,2025,8,3,35,3,28,0,1568.99464,1783.805,1533.419824
1939,2025-08-28,1504,0.31,Snacks,Noodles,Coimbatore,Central,2025,8,3,35,3,28,0,1409.766574,1463.295,1460.924197
1940,2025-08-28,2109,0.21,Food Grains,Organic Staples,Nagercoil,Central,2025,8,3,35,3,28,0,1458.3247,1494.74,1498.578915
1941,2025-08-28,2153,0.16,Bakery,Breads & Buns,Madurai,West,2025,8,3,35,3,28,0,1515.660584,1477.075,1477.654601
1942,2025-08-28,2285,0.31,Food Grains,Rice,Theni,West,2025,8,3,35,3,28,0,1480.667783,1526.34,1499.996116
1943,2025-08-29,1576,0.26,Food Grains,Dals & Pulses,Viluppuram,Central,2025,8,3,35,4,29,0,1543.535151,1472.56,1496.622422
1944,2025-08-29,1700,0.11,Oil & Masala,Masalas,Bodi,Central,2025,8,3,35,4,29,0,1560.508756,1703.85,1527.671563
1945,2025-08-29,2212,0.35,Food Grains,Atta & Flour,Dindigul,West,2025,8,3,35,4,29,0,1415.496076,1666.4,1473.048091
1946,2025-08-29,2298,0.15,Bakery,Cakes,Cumbum,Central,2025,8,3,35,4,29,0,1526.69163,1613.57,1496.305006
1947,2025-08-29,2478,0.35,Beverages,Soft Drinks,Viluppuram,East,2025,8,3,35,4,29,0,1500.022171,1822.805,1518.115334
1948,2025-08-31,608,0.18,Food Grains,Dals & Pulses,Trichy,West,2025,8,3,35,6,31,1,1581.576278,1490.64,1533.348532
